ori_ingredient_id,ori_ingredient_name,nor_ingredient_name,ins_time,upd_time,normalize_status
6573,薄荷醬,薄荷,2025-11-29 11:52:30,2025-11-29 11:52:30,done
6574,熟蹄膀,豬肉,2025-11-29 11:52:30,2025-11-29 11:52:30,done
6575,芝多司預拌粉,麵粉,2025-11-29 11:52:30,2025-11-29 11:52:30,done
6576,牛排香料,牛肉,2025-11-29 11:52:30,2025-11-29 11:52:30,done
6577,高溶點起司絲,起司,2025-11-29 11:52:30,2025-11-29 11:52:30,done
6578,細黑胡椒粒,黑胡椒,2025-11-29 11:52:30,2025-11-29 11:52:30,done
6579,剝皮辣椒湯汁,辣椒,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6580,鵝肝,鵝肉,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6581,巴西里莖,巴西里,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6582,中型茄子,茄子,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6583,豬碎肉,豬肉,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6584,長米(洗過),米,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6585,核桃末,核桃,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6586,韓式燉醬,大豆,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6587,鱈魚肝,鱈魚,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6588,蔓越莓貝果,麵粉,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6589,芒果乳酪,乳酪,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6590,紅色小蕃茄,蕃茄,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6591,黃色小蕃茄,蕃茄,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6592,能量粉,穀物粉,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6593,碎茶葉,茶葉,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6594,牛奶香精,牛奶,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6595,白肉魚頭,魚肉,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6596,白肉魚骨,魚肉,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6597,西式芥末籽醬,芥末籽,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6598,紅蘿蔔皮,紅蘿蔔,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6599,吻仔魚乾,吻仔魚,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6600,乾櫻花蝦,櫻花蝦,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6601,萄葡,葡萄,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6602,紅肉火龍果,火龍果,2025-11-29 11:52:31,2025-11-29 11:52:31,done
6603,杏仁奶,杏仁,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6604,乳酪片,乳酪,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6605,百草,草,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6606,豬五花肉薄片,豬肉,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6607,香菇片,香菇,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6608,蔥白絲,蔥,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6609,日式海苔醬,海苔,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6610,巧克力夾心餅乾,牛奶,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6611,巧克力夾心棒,牛奶,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6612,指形蛋糕,蛋,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6613,乳酪慕斯餡,乳酪,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6614,無甜可可粉,可可豆,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6615,綜合菇類罐頭,菇類,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6616,煮熟白飯,米,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6617,壽司紅薑,薑,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6618,煎餅醬,食用油,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6619,菜脯米,蘿蔔,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6620,梅花薄肉片,豬肉,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6621,陳年豆瓣醬,豆瓣,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6622,熟鵪鶉蛋,蛋,2025-11-29 11:52:32,2025-11-29 11:52:32,done
6623,蟹腳,蟹,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6624,百草粉,草,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6625,日式梅子醬,梅子,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6626,壽司用紫蘇葉,紫蘇葉,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6628,海苔芝麻,芝麻,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6629,芋頭冬瓜,芋頭,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6630,草莓果汁粉,草莓,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6631,粉紅色色膏,食用油,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6632,草莓巧克力,牛奶,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6633,柴魚汁,柴魚,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6634,五味拌醬,食用油,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6635,保衛爾牛肉汁,牛肉,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6636,扁魚酥,扁魚,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6637,前蹄豬腳,豬肉,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6638,牛菲力,牛肉,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6639,小可頌,奶油,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6640,醃小黃瓜,小黃瓜,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6641,熟通心麵,麵粉,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6642,鳳梨椰果罐頭片,鳳梨,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6643,沙茶烤肉醬,蝦肉,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6644,牛尾湯,牛肉,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6645,鯖魚塊,鯖魚,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6646,熟甜豆片,甜豆,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6647,新鮮蘑菇,蘑菇,2025-11-29 11:52:33,2025-11-29 11:52:33,done
6648,牛肝菌菇,牛肝菌,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6649,玉味噌醬,黃豆,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6650,魚勿仔魚,吻仔魚,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6651,Worcester汁,魚,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6652,片狀奶油,奶油,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6653,椰子果泥,椰子,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6654,椰子酒,椰子,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6655,白蘭姆酒,甘蔗,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6656,沙朗牛肉塊,牛肉,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6657,粗黑椒粉,黑胡椒,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6658,牛頭牌牛頭牌紅蔥肉燥,豬肉,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6659,迷迭香草,迷迭香,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6660,水果慕斯預拌粉,牛奶,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6661,水果醋淋醬,食用油,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6662,豆腐渣,黃豆,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6663,義大利通心麵,麵粉,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6664,珍菇,菇,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6665,陳皮絲,陳皮,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6666,牛肉火腿片,牛肉,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6667,紫色高麗菜絲,高麗菜,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6668,布瑞起士碎,起士,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6669,滷熟豬耳朵,豬肉,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6670,乳酪巧克力,乳酪,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6671,紅醋栗,紅醋栗,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6672,沙茶雞排,雞肉,2025-11-29 11:52:34,2025-11-29 11:52:34,done
6673,庶糖,糖,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6674,鮑魚條,鮑魚,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6675,香菇條,香菇,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6676,火腿條,豬肉,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6677,烏骨雞腳,雞肉,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6678,冬蟲夏草,冬蟲夏草,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6679,豬後腿窩肉,豬肉,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6680,蚵乾,蚵,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6681,咖哩磚,咖哩,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6682,青蟹,青蟹,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6683,冷牛肉沙拉調味汁,牛肉,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6684,果律醬,食用油,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6685,泡酒葡萄乾,葡萄乾,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6686,生牛肉薄片,牛肉,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6687,越式湯頭,蔬菜,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6688,B馬鈴薯泥,馬鈴薯,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6689,乾醋紅薑絲,薑,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6690,牛腱子心,牛肉,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6691,烤香蕉片,香蕉,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6692,整顆杏仁果,杏仁,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6693,巧克力鮮奶油,鮮奶油,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6694,熟芒果,芒果,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6695,乾燥香蔥末,香蔥,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6696,草魚頭,草魚,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6697,剁辣椒,辣椒,2025-11-29 11:52:35,2025-11-29 11:52:35,done
6698,水及檸檬汁,檸檬,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6699,榴槤肉,榴槤,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6700,梅子泥,梅子,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6701,台灣紫色山藥,山藥,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6702,台灣白色山藥,山藥,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6703,酸奶油蜂蜜醬,酸奶油,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6704,烤過的榛果,榛果,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6705,烤過的核桃,核桃,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6706,烤過的杏仁粒,杏仁,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6707,烤過的亞麻仁籽,亞麻仁籽,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6708,烤過的腰果,腰果,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6709,冰薄荷茶,薄荷,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6710,法國麵包片,麵粉,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6711,法式白醬,牛奶,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6712,板藍根,板藍根,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6713,白米飯,米,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6714,花果乾,水果,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6715,梅醬,梅子,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6716,甘草梅子粉,梅子,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6717,金門高粱酒,高粱,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6718,柳澄汁,柳橙,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6719,肥膘,豬肉,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6720,糯米腸,豬肉,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6721,基底青茶,青茶,2025-11-29 11:52:36,2025-11-29 11:52:36,done
6722,綠紫蘇葉,紫蘇,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6723,白肉山藥,山藥,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6724,法國小麵包,麵粉,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6725,帶骨大里肌,豬肉,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6726,蒸熟馬鈴薯,馬鈴薯,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6727,宮保醬汁,花生,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6728,鄉村火腿,豬肉,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6729,小牛菲力,牛肉,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6730,四物藥材,藥材,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6731,迷迭香草淋醬,食用油,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6732,爐魚,魚肉,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6733,蒜苗碎,蒜苗,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6734,烤香醬,食用油,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6736,碎蕃茄,蕃茄,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6737,麻婆豆腐淋醬,豬肉,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6738,彩色甜椒片,甜椒,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6739,日式香菇醬油,大豆,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6740,醋罌,米,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6741,紫菜片,紫菜,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6742,泡酒的牛蒡,牛蒡,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6743,泡酒的枸杞,枸杞,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6744,牛蒡酒,牛蒡,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6745,焗烤碗,起司,2025-11-29 11:52:37,2025-11-29 11:52:37,done
6746,豬耳絲,豬肉,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6747,馬芝拉起司,起司,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6748,蒜味芥末醬,食用油,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6749,洋蔥小丁,洋蔥,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6750,茶包,茶葉,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6751,照燒鮪魚罐,鮪魚,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6752,豬皮凍,豬肉,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6753,粗米醬,米,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6754,薄荷香甜酒,穀物,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6755,高梁醋,高梁,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6756,細冰糖,糖,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6757,礦泉水,水,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6758,豬心,豬肉,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6759,黃冰糖,糖,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6760,粗油麵,小麥,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6762,油蔥酥油,食用油,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6763,蘋果茶包,蘋果,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6764,手工麵線,小麥,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6765,茶油,食用油,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6766,韓式柚子醬,柚子,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6767,黑胡麻油,食用油,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6768,素魚,大豆,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6769,紅椒絲,紅椒,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6770,糯米,糯米,2025-11-29 11:52:38,2025-11-29 11:52:38,done
6772,綠蘆筍,蘆筍,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6773,綠茶,茶葉,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6775,甜薰衣草,薰衣草,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6776,千張腐皮,大豆,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6777,榨菜絲,榨菜,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6778,北非小米,小米,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6780,蕃茄糊,蕃茄,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6781,楓糖漿,楓糖,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6782,起司酥片,起司,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6783,湯圓,糯米,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6784,高溶點乳酪丁,乳酪,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6785,牛薄片肉1盒,牛肉,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6786,蓴菜,蓴菜,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6787,透抽的黑膽,透抽,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6788,草莓餅干,牛奶,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6789,焦糖杏仁片,杏仁,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6790,芝麻芥末醬,芝麻,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6791,培根條,豬肉,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6792,櫻桃餡,櫻桃,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6793,泡麵調味包,豬肉,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6794,豬碎骨,豬肉,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6795,四神湯料包,蓮子,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6796,熟豬里肌肉片,豬肉,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6797,罐頭水煮鮪魚肉,鮪魚,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6798,蘋果芥末油醋汁,食用油,2025-11-29 11:52:39,2025-11-29 11:52:39,done
6799,土耳其小白菜,白菜,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6800,燒肉沾醬,牛肉,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6801,比薩草,比薩草,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6802,盒裝香腸,豬肉,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6803,香蒜蜜汁排骨醬,豬肉,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6804,豆豉辣椒醬,豆豉,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6805,黑胡椒燻牛肉,牛肉,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6806,雪球餅乾,牛奶,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6807,酒麴,米,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6808,燒酒螺,螺,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6809,火雞派餡,火雞肉,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6810,摩札瑞拉起司絲,起司,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6811,小紙杯模型,器具,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6812,擠花袋與花嘴,器具,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6813,彩色糖片,糖,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6814,廣東炒麵,麵粉,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6815,胡羅蔔絲,胡蘿蔔,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6816,熟土豆,土豆,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6817,牛膝,牛肉,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6818,白斬雞胸肉,雞肉,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6819,凱蒂魚板,魚肉,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6820,玉蜀黍,玉蜀黍,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6821,牛肉丸子,牛肉,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6822,雙色地瓜,地瓜,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6823,葛瑞爾起司,起司,2025-11-29 11:52:40,2025-11-29 11:52:40,done
6824,愛摩塔起司,起司,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6825,高達起司,起司,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6826,麵包塊,麵粉,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6827,豬腩排,豬肉,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6828,蝦丸,蝦,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6829,芋丸,芋頭,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6830,和風芥末籽醬,芥末籽,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6831,西式香腸,豬肉,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6832,黃花魚,魚,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6833,香糟蒸醬,米,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6834,油漬鮪魚,鮪魚,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6835,韭黃丁,韭黃,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6836,蘿蔔絲乾,蘿蔔,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6837,薄揚油豆腐,黃豆,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6838,筊白筍絲,筊白筍,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6839,梅子醋凍,梅子,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6840,梅花絞肉,豬肉,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6841,香菜梗段,香菜,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6842,蟳腿肉,螃蟹,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6843,義大利麵直麵,麵粉,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6844,A麵糰.高筋麵粉,麵粉,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6845,B杏仁餡.奶油,奶油,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6846,長條形模型,長條形模型,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6847,麻辣汁,食用油,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6848,百里香末,百里香,2025-11-29 11:52:41,2025-11-29 11:52:41,done
6849,炸杏仁,食用油,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6850,起司甜白醬,起司,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6851,去骨豬大排,豬肉,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6852,酒漬水果乾蜜餞,糖,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6853,高湯粉,雞肉,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6854,土鮀魚,土鮀魚,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6855,和風醬汁,食用油,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6856,香菜頭,香菜,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6857,酪梨絲,酪梨,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6858,魴魚,魴魚,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6859,南極鮮蝦,蝦,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6860,櫻桃罐頭糖汁,糖,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6861,冷凍蒲燒鰻,鰻魚,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6862,鱸魚排,鱸魚,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6863,牛蒡絲罐頭,牛蒡,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6864,細粒冰晶糖,糖,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6865,龍葵,龍葵,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6866,青花椒粒,花椒,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6867,調味花枝漿,花枝,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6868,深色豆瓣醬,豆瓣,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6869,韓國辣沾醬,食用油,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6870,中式細扁麵,麵粉,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6871,鱗片辣蘿蔔泡菜,蘿蔔,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6872,綜合丸子,豬肉,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6873,中型魷魚,魷魚,2025-11-29 11:52:42,2025-11-29 11:52:42,done
6874,基礎醬料,食用油,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6875,豆腐絲,黃豆,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6876,牛奶白醬,牛奶,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6877,生木耳,木耳,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6878,五味燒肉醬,食用油,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6879,蘆薈果肉丁,蘆薈,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6880,義大利天使麵,小麥,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6881,麻糬麵包粉,糯米,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6882,什錦菇,菇,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6883,熟筆尖麵,小麥,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6884,方形土司片,小麥,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6885,開心果末,開心果,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6886,酸味的泡菜,大白菜,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6887,白酢,米,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6888,蛋白霜,雞蛋,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6889,三明治火腿片,豬肉,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6890,冷壓芝麻油,食用油,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6891,有機蔭油,黃豆,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6892,辣醬肉燥,豬肉,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6893,圓形模型,圓形模型,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6894,栗子豆沙,栗子,2025-11-29 11:52:43,2025-11-29 11:52:43,done
6895,結球萵苣,萵苣,2025-11-29 11:52:43,2025-11-29 11:52:43,done
