ID,Recipe_Title,Author,Recipe_URL,Servings,Type,Ingredient_Name,Weight,Unit,Publish_Date,Crawl_Time,site
D01-0430,素獅子頭,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0430,null,調味料,A.醬油,1,小匙,2015-03-20,2025-11-17 16:29:19,ytower
D01-0430,素獅子頭,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0430,null,調味料,鹽,,少許,2015-03-20,2025-11-17 16:29:19,ytower
D01-0430,素獅子頭,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0430,null,調味料,糖,1/2,小匙,2015-03-20,2025-11-17 16:29:19,ytower
D01-0430,素獅子頭,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0430,null,調味料,白胡椒粉,,少許,2015-03-20,2025-11-17 16:29:19,ytower
D01-0430,素獅子頭,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0430,null,調味料,香油,1/4,小匙,2015-03-20,2025-11-17 16:29:19,ytower
D01-0430,素獅子頭,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0430,null,調味料,B.素蠔油,1/2,大匙,2015-03-20,2025-11-17 16:29:19,ytower
D01-0430,素獅子頭,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0430,null,調味料,醬油,1/2,大匙,2015-03-20,2025-11-17 16:29:19,ytower
D01-0430,素獅子頭,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0430,null,調味料,鹽,1/4,小匙,2015-03-20,2025-11-17 16:29:19,ytower
D01-0430,素獅子頭,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0430,null,調味料,香菇精,,少許,2015-03-20,2025-11-17 16:29:19,ytower
D01-0430,素獅子頭,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0430,null,調味料,糖,,少許,2015-03-20,2025-11-17 16:29:19,ytower
G01-0968,韓式辣拌冬粉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0968,null,食材,冬粉,100,克,2013-08-19,2025-11-17 16:29:20,ytower
G01-0968,韓式辣拌冬粉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0968,null,食材,泡菜,60,克,2013-08-19,2025-11-17 16:29:20,ytower
G01-0968,韓式辣拌冬粉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0968,null,食材,黃豆芽,30,克,2013-08-19,2025-11-17 16:29:20,ytower
G01-0968,韓式辣拌冬粉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0968,null,食材,小黃瓜,1,條,2013-08-19,2025-11-17 16:29:20,ytower
G01-0968,韓式辣拌冬粉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0968,null,食材,紅蘿蔔,20,克,2013-08-19,2025-11-17 16:29:20,ytower
G01-0968,韓式辣拌冬粉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0968,null,食材,"醬汁：
韓式辣醬",1,大匙,2013-08-19,2025-11-17 16:29:20,ytower
G01-0968,韓式辣拌冬粉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0968,null,食材,醬油,1,大匙,2013-08-19,2025-11-17 16:29:20,ytower
G01-0968,韓式辣拌冬粉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0968,null,食材,鹽,1/4,茶匙,2013-08-19,2025-11-17 16:29:20,ytower
G01-0968,韓式辣拌冬粉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0968,null,食材,糖,1/4,茶匙,2013-08-19,2025-11-17 16:29:20,ytower
G01-0968,韓式辣拌冬粉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0968,null,食材,水,3,大匙,2013-08-19,2025-11-17 16:29:20,ytower
G01-0968,韓式辣拌冬粉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0968,null,調味料,熟芝麻,,少許,2013-08-19,2025-11-17 16:29:20,ytower
G01-0968,韓式辣拌冬粉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0968,null,調味料,麻油,1,茶匙,2013-08-19,2025-11-17 16:29:20,ytower
F04-0536,紅燒冬瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0536,null,食材,冬瓜,500,公克,2011-05-04,2025-11-17 16:29:21,ytower
F04-0536,紅燒冬瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0536,null,食材,薑,30,公克,2011-05-04,2025-11-17 16:29:21,ytower
F04-0536,紅燒冬瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0536,null,調味料,醬油,2,大匙,2011-05-04,2025-11-17 16:29:21,ytower
F04-0536,紅燒冬瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0536,null,調味料,砂糖,1,小匙,2011-05-04,2025-11-17 16:29:21,ytower
F04-0536,紅燒冬瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0536,null,調味料,水,400,㏄,2011-05-04,2025-11-17 16:29:21,ytower
F04-0694,醃小黃瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0694,null,食材,小黃瓜,600,公克,2016-5-26 下午 06:48:00,2025-11-17 16:29:22,ytower
F04-0694,醃小黃瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0694,null,食材,蒜末,10,公克,2016-5-26 下午 06:48:00,2025-11-17 16:29:22,ytower
F04-0694,醃小黃瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0694,null,食材,鹽,15,公克,2016-5-26 下午 06:48:00,2025-11-17 16:29:22,ytower
F04-0694,醃小黃瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0694,null,食材,辣椒醬,50,公克,2016-5-26 下午 06:48:00,2025-11-17 16:29:22,ytower
F04-0694,醃小黃瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0694,null,食材,白醬油,2,大匙,2016-5-26 下午 06:48:00,2025-11-17 16:29:22,ytower
F04-0694,醃小黃瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0694,null,食材,鹽,,少許,2016-5-26 下午 06:48:00,2025-11-17 16:29:22,ytower
F04-0694,醃小黃瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0694,null,食材,細砂糖,25,公克,2016-5-26 下午 06:48:00,2025-11-17 16:29:22,ytower
F04-0694,醃小黃瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0694,null,食材,水,150,㏄,2016-5-26 下午 06:48:00,2025-11-17 16:29:22,ytower
F04-0694,醃小黃瓜,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0694,null,食材,香油,1,小匙,2016-5-26 下午 06:48:00,2025-11-17 16:29:22,ytower
G01-0973,用電鍋做麻糬,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0973,null,食材,糯米粉,250,g,2013-11-10,2025-11-17 16:29:23,ytower
G01-0973,用電鍋做麻糬,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0973,null,食材,60度溫水,400,cc,2013-11-10,2025-11-17 16:29:23,ytower
G01-0973,用電鍋做麻糬,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0973,null,食材,糖,60,g,2013-11-10,2025-11-17 16:29:23,ytower
G01-0973,用電鍋做麻糬,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0973,null,食材,玉米粉,20,g,2013-11-10,2025-11-17 16:29:23,ytower
G01-0973,用電鍋做麻糬,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0973,null,食材,沙拉油,2,大匙,2013-11-10,2025-11-17 16:29:23,ytower
F01-0667,醃嫩薑,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0667,null,食材,嫩薑,300,公克,2008-01-22,2025-11-17 16:29:24,ytower
F01-0667,醃嫩薑,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0667,null,食材,鹽,10,公克,2008-01-22,2025-11-17 16:29:24,ytower
F01-0667,醃嫩薑,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0667,null,調味料,鹽,,適量,2008-01-22,2025-11-17 16:29:24,ytower
F01-0667,醃嫩薑,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0667,null,調味料,細砂糖,100,公克,2008-01-22,2025-11-17 16:29:24,ytower
F01-0667,醃嫩薑,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0667,null,調味料,白醋,200,㏄,2008-01-22,2025-11-17 16:29:24,ytower
F01-0667,醃嫩薑,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0667,null,調味料,水,150,㏄,2008-01-22,2025-11-17 16:29:24,ytower
F04-0296,南瓜煎餅,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0296,null,食材,南瓜,150,公克,2007-06-28,2025-11-17 16:29:26,ytower
F04-0296,南瓜煎餅,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0296,null,食材,鹽,1/4,匙,2007-06-28,2025-11-17 16:29:26,ytower
F04-0296,南瓜煎餅,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0296,null,食材,沙拉油,2,大匙,2007-06-28,2025-11-17 16:29:26,ytower
F04-0296,南瓜煎餅,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0296,null,食材,"麵糊：
中筋麵粉",70,公克,2007-06-28,2025-11-17 16:29:26,ytower
F04-0296,南瓜煎餅,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0296,null,食材,在來米粉,50,公克,2007-06-28,2025-11-17 16:29:26,ytower
F04-0296,南瓜煎餅,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0296,null,食材,水,60,㏄,2007-06-28,2025-11-17 16:29:26,ytower
D01-0431,紅燒豆腐,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0431,null,食材,板豆腐,4,塊,2015-03-20,2025-11-17 16:29:27,ytower
D01-0431,紅燒豆腐,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0431,null,食材,香菇,2,朵,2015-03-20,2025-11-17 16:29:27,ytower
D01-0431,紅燒豆腐,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0431,null,食材,紅蘿蔔絲,15,公克,2015-03-20,2025-11-17 16:29:27,ytower
D01-0431,紅燒豆腐,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0431,null,食材,芹菜段,20,公克,2015-03-20,2025-11-17 16:29:27,ytower
D01-0431,紅燒豆腐,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0431,null,食材,油,2,大匙,2015-03-20,2025-11-17 16:29:27,ytower
D01-0431,紅燒豆腐,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0431,null,食材,水,200,㏄,2015-03-20,2025-11-17 16:29:27,ytower
D01-0431,紅燒豆腐,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0431,null,調味料,醬油,1,大匙,2015-03-20,2025-11-17 16:29:27,ytower
D01-0431,紅燒豆腐,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0431,null,調味料,醬油膏,1,大匙,2015-03-20,2025-11-17 16:29:27,ytower
G02-1259,簡單做丹麥奶酥,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-1259,null,食材,A.奶油,278,公克,2014-01-06,2025-11-17 16:29:30,ytower
G02-1259,簡單做丹麥奶酥,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-1259,null,食材,細糖,80,公克,2014-01-06,2025-11-17 16:29:30,ytower
G02-1259,簡單做丹麥奶酥,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-1259,null,食材,糖粉,100,公克,2014-01-06,2025-11-17 16:29:30,ytower
G02-1259,簡單做丹麥奶酥,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-1259,null,食材,鹽,2,公克,2014-01-06,2025-11-17 16:29:30,ytower
G02-1259,簡單做丹麥奶酥,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-1259,null,食材,B.雞蛋,2,顆,2014-01-06,2025-11-17 16:29:30,ytower
G02-1259,簡單做丹麥奶酥,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-1259,null,食材,牛奶,40,公克,2014-01-06,2025-11-17 16:29:30,ytower
G02-1259,簡單做丹麥奶酥,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-1259,null,食材,香草粉,4,公克,2014-01-06,2025-11-17 16:29:30,ytower
G02-1259,簡單做丹麥奶酥,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-1259,null,食材,高筋麵粉,398,公克,2014-01-06,2025-11-17 16:29:30,ytower
A03-230,照燒雞肉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-230,null,食材,去骨雞腿肉,1,隻,2006-01-01,2025-11-17 16:29:31,ytower
A03-230,照燒雞肉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-230,null,食材,青金針花,,適量,2006-01-01,2025-11-17 16:29:31,ytower
A03-230,照燒雞肉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-230,null,食材,小黃椒,1,條,2006-01-01,2025-11-17 16:29:31,ytower
A03-230,照燒雞肉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-230,null,食材,山椒粉,,適量,2006-01-01,2025-11-17 16:29:31,ytower
A03-230,照燒雞肉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-230,null,食材,"照燒醬汁：
酒",30,㏄,2006-01-01,2025-11-17 16:29:31,ytower
A03-230,照燒雞肉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-230,null,食材,醬油,30,㏄,2006-01-01,2025-11-17 16:29:31,ytower
A03-230,照燒雞肉,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-230,null,食材,味醂,30,㏄,2006-01-01,2025-11-17 16:29:31,ytower
A02-1316,肉燥飯,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1316,null,食材,豬皮,200,公克,2008-04-30,2025-11-17 16:29:33,ytower
A02-1316,肉燥飯,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1316,null,食材,紅蔥頭,50,公克,2008-04-30,2025-11-17 16:29:33,ytower
A02-1316,肉燥飯,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1316,null,食材,豬油,5,大匙,2008-04-30,2025-11-17 16:29:33,ytower
A02-1316,肉燥飯,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1316,null,食材,胛心絞肉,600,公克,2008-04-30,2025-11-17 16:29:33,ytower
A02-1316,肉燥飯,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1316,null,食材,高湯,1000,㏄,2008-04-30,2025-11-17 16:29:33,ytower
A02-1316,肉燥飯,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1316,null,調味料,醬油,100,㏄,2008-04-30,2025-11-17 16:29:33,ytower
A02-1316,肉燥飯,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1316,null,調味料,冰糖,1,大匙,2008-04-30,2025-11-17 16:29:33,ytower
A02-1316,肉燥飯,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1316,null,調味料,米酒,2,大匙,2008-04-30,2025-11-17 16:29:33,ytower
F01-213,涼拌黃豆芽,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-213,null,食材,黃豆芽,600,公克,2006-01-01,2025-11-17 16:29:35,ytower
F01-213,涼拌黃豆芽,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-213,null,食材,蔥,1,支,2006-01-01,2025-11-17 16:29:35,ytower
F01-213,涼拌黃豆芽,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-213,null,食材,蒜泥,1/2,大匙,2006-01-01,2025-11-17 16:29:35,ytower
F01-213,涼拌黃豆芽,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-213,null,食材,白芝麻,,適量,2006-01-01,2025-11-17 16:29:35,ytower
F01-213,涼拌黃豆芽,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-213,null,調味料,辣椒粉,1/2,小匙,2006-01-01,2025-11-17 16:29:35,ytower
F01-213,涼拌黃豆芽,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-213,null,調味料,麻油,1/2,小匙,2006-01-01,2025-11-17 16:29:35,ytower
F01-213,涼拌黃豆芽,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-213,null,調味料,鹽,1,小匙,2006-01-01,2025-11-17 16:29:35,ytower
F01-290,芋圓,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-290,null,食材,芋頭,300,公克,2006-01-01,2025-11-17 16:29:37,ytower
F01-290,芋圓,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-290,null,食材,蕃薯粉,120,公克,2006-01-01,2025-11-17 16:29:37,ytower
F01-290,芋圓,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-290,null,食材,太白粉,30,公克,2006-01-01,2025-11-17 16:29:37,ytower
F01-290,芋圓,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-290,null,食材,水,120,cc,2006-01-01,2025-11-17 16:29:37,ytower
F01-290,芋圓,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-290,null,調味料,白砂糖,2,大匙,2006-01-01,2025-11-17 16:29:37,ytower
F06-0157,涼拌什錦菇,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0157,null,食材,柳松菇,80,公克,2007-06-04,2025-11-17 16:29:38,ytower
F06-0157,涼拌什錦菇,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0157,null,食材,金針菇,80,公克,2007-06-04,2025-11-17 16:29:38,ytower
F06-0157,涼拌什錦菇,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0157,null,食材,秀珍菇,80,公克,2007-06-04,2025-11-17 16:29:38,ytower
F06-0157,涼拌什錦菇,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0157,null,食材,杏鮑菇,60,公克,2007-06-04,2025-11-17 16:29:38,ytower
F06-0157,涼拌什錦菇,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0157,null,食材,珊瑚菇,80,公克,2007-06-04,2025-11-17 16:29:38,ytower
F06-0157,涼拌什錦菇,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0157,null,食材,薑末,10,公克,2007-06-04,2025-11-17 16:29:38,ytower
F06-0157,涼拌什錦菇,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0157,null,調味料,鹽,1/4,小匙,2007-06-04,2025-11-17 16:29:38,ytower
F06-0157,涼拌什錦菇,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0157,null,調味料,香菇糖,1/4,小匙,2007-06-04,2025-11-17 16:29:38,ytower
F06-0157,涼拌什錦菇,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0157,null,調味料,糖,1/2,小匙,2007-06-04,2025-11-17 16:29:38,ytower
F06-0157,涼拌什錦菇,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0157,null,調味料,胡椒粉,,少許,2007-06-04,2025-11-17 16:29:38,ytower
F06-0157,涼拌什錦菇,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0157,null,調味料,香油,1,大匙,2007-06-04,2025-11-17 16:29:38,ytower
F06-0157,涼拌什錦菇,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0157,null,調味料,素蠔油,1,小匙,2007-06-04,2025-11-17 16:29:38,ytower
F01-212,醬煮蓮藕,null,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-212,null,食材,蓮藕,300,公克,2006-01-01,2025-11-17 16:29:39,ytower
